Order_ID,SKU,Product_Name,Warehouse_ID,Warehouse_Name,Warehouse_City,Order_Created_At,Order_Quantity,Order_Priority,Inventory_Available,Quantity_Allocated,Quantity_Picked,Damaged_Items,Packing_Status,Picking_Start,Picking_End,Packing_Start,Packing_End,Processing_Time_Minutes,Dispatch_Status,Carrier,Dispatch_At,Estimated_Delivery,Total_Inventory_On_Hand,Total_Reserved,Total_Available,Avg_Daily_Demand_Units,Total_120_Day_Demand
ORD0081,SKU001,Wireless Mouse,WH004,Chennai South,Chennai,2026-01-27 10:00:00,12,High,No,0,0,0,Pending,2026-01-27 18:00:00,2026-01-27 18:41:00,2026-01-27 19:02:00,2026-01-27 19:26:00,86,Pending,Ecom Express,,,670,81,589,15.01,1801
ORD0082,SKU003,USB-C Hub,WH003,Visakhapatnam Hub,Visakhapatnam,2026-04-06 09:00:00,7,Medium,Yes,7,7,2,Packed,2026-04-06 11:00:00,2026-04-06 11:43:00,2026-04-06 12:09:00,2026-04-06 12:26:00,86,Dispatched,Delhivery,2026-04-08 11:00:00,2026-04-11 11:00:00,428,80,348,16.44,1973
ORD0083,SKU005,Webcam HD,WH005,Bengaluru Tech,Bengaluru,2026-08-12 04:00:00,6,High,No,2,2,2,Packed,2026-08-12 09:00:00,2026-08-12 09:43:00,2026-08-12 10:00:00,2026-08-12 10:25:00,85,Dispatched,XpressBees,2026-08-12 22:00:00,2026-08-15 22:00:00,486,86,400,15.32,1839
ORD0084,SKU014,Laptop Backpack,WH002,Vijayawada Hub,Vijayawada,2026-06-21 22:00:00,12,Low,No,10,10,0,Packed,2026-06-22 04:00:00,2026-06-22 04:39:00,2026-06-22 04:50:00,2026-06-22 05:02:00,62,Dispatched,Blue Dart,2026-06-23 09:00:00,2026-06-25 09:00:00,388,104,284,16.26,1951
ORD0085,SKU003,USB-C Hub,WH001,Hyderabad Central,Hyderabad,2026-03-17 03:00:00,9,Low,No,5,5,2,Packed,2026-03-17 06:00:00,2026-03-17 06:54:00,2026-03-17 07:13:00,2026-03-17 07:19:00,79,Dispatched,Blue Dart,2026-03-18 10:00:00,2026-03-22 10:00:00,428,80,348,16.44,1973
ORD0086,SKU006,Bluetooth Headphones,WH002,Vijayawada Hub,Vijayawada,2026-04-24 19:00:00,5,Low,Yes,5,5,1,Packed,2026-04-25 01:00:00,2026-04-25 01:51:00,2026-04-25 02:14:00,2026-04-25 02:33:00,93,Pending,Blue Dart,,,561,87,474,14.86,1783
ORD0087,SKU008,Desk Lamp,WH003,Visakhapatnam Hub,Visakhapatnam,2026-07-19 12:00:00,9,Medium,No,3,3,1,Packed,2026-07-19 14:00:00,2026-07-19 14:53:00,2026-07-19 15:14:00,2026-07-19 15:46:00,106,Dispatched,Ecom Express,2026-07-21 19:00:00,2026-07-22 19:00:00,602,65,537,15.39,1847
ORD0088,SKU005,Webcam HD,WH001,Hyderabad Central,Hyderabad,2026-07-15 05:00:00,5,Medium,No,3,3,1,Packed,2026-07-15 12:00:00,2026-07-15 12:11:00,2026-07-15 12:28:00,2026-07-15 12:49:00,49,Pending,Delhivery,,,486,86,400,15.32,1839
ORD0089,SKU006,Bluetooth Headphones,WH002,Vijayawada Hub,Vijayawada,2026-04-09 02:00:00,6,High,Yes,6,6,1,Packed,2026-04-09 07:00:00,2026-04-09 07:38:00,2026-04-09 08:05:00,2026-04-09 08:36:00,96,Dispatched,Blue Dart,2026-04-09 14:00:00,2026-04-11 14:00:00,561,87,474,14.86,1783
ORD0090,SKU013,HDMI Cable,WH004,Chennai South,Chennai,2026-04-25 19:00:00,1,Low,No,0,0,0,Pending,2026-04-26 02:00:00,2026-04-26 02:15:00,2026-04-26 02:44:00,2026-04-26 02:58:00,58,Pending,Blue Dart,,,595,83,512,15.44,1853
ORD0091,SKU004,Laptop Stand,WH003,Visakhapatnam Hub,Visakhapatnam,2026-02-01 01:00:00,4,Medium,Yes,4,4,1,Packed,2026-02-01 04:00:00,2026-02-01 04:26:00,2026-02-01 04:44:00,2026-02-01 04:49:00,49,Dispatched,Delhivery,2026-02-02 15:00:00,2026-02-07 15:00:00,437,39,398,15.09,1811
ORD0092,SKU006,Bluetooth Headphones,WH002,Vijayawada Hub,Vijayawada,2026-05-27 13:00:00,3,Medium,No,2,0,0,Pending,2026-05-27 14:00:00,2026-05-27 14:32:00,2026-05-27 14:52:00,2026-05-27 14:58:00,58,Pending,XpressBees,,,561,87,474,14.86,1783
ORD0093,SKU011,USB Keyboard,WH004,Chennai South,Chennai,2026-04-06 08:00:00,12,Critical,No,5,5,0,Packed,2026-04-06 09:00:00,2026-04-06 09:30:00,2026-04-06 09:52:00,2026-04-06 10:07:00,67,Dispatched,DTDC,2026-04-07 09:00:00,2026-04-09 09:00:00,687,84,603,15.16,1819
ORD0094,SKU014,Laptop Backpack,WH004,Chennai South,Chennai,2026-06-28 15:00:00,11,High,No,1,1,0,Partial,2026-06-28 19:00:00,2026-06-28 19:10:00,2026-06-28 19:40:00,2026-06-28 19:51:00,51,Pending,DTDC,,,388,104,284,16.26,1951
ORD0095,SKU015,Tablet Stand,WH001,Hyderabad Central,Hyderabad,2026-03-22 09:00:00,9,Medium,Yes,9,9,0,Packed,2026-03-22 14:00:00,2026-03-22 14:15:00,2026-03-22 14:45:00,2026-03-22 15:01:00,61,Dispatched,Delhivery,2026-03-24 11:00:00,2026-03-28 11:00:00,422,26,396,14.98,1798
ORD0096,SKU015,Tablet Stand,WH004,Chennai South,Chennai,2026-07-10 14:00:00,7,Medium,No,3,3,2,Packed,2026-07-10 16:00:00,2026-07-10 16:35:00,2026-07-10 16:59:00,2026-07-10 17:30:00,90,Dispatched,Delhivery,2026-07-13 04:00:00,2026-07-15 04:00:00,422,26,396,14.98,1798
ORD0097,SKU009,Monitor 24 Inch,WH003,Visakhapatnam Hub,Visakhapatnam,2026-03-24 03:00:00,2,Medium,Yes,2,2,1,Packed,2026-03-24 11:00:00,2026-03-24 11:10:00,2026-03-24 11:38:00,2026-03-24 12:10:00,70,Dispatched,Ecom Express,2026-03-26 07:00:00,2026-03-29 07:00:00,486,115,371,15.62,1874
ORD0098,SKU010,External SSD 1TB,WH004,Chennai South,Chennai,2026-03-12 20:00:00,1,High,Yes,1,1,0,Packed,2026-03-13 04:00:00,2026-03-13 04:10:00,2026-03-13 04:19:00,2026-03-13 04:26:00,26,Pending,Blue Dart,,,651,64,587,15.0,1800
ORD0099,SKU004,Laptop Stand,WH003,Visakhapatnam Hub,Visakhapatnam,2026-04-03 12:00:00,10,Critical,No,7,5,1,Partial,2026-04-03 15:00:00,2026-04-03 15:41:00,2026-04-03 15:57:00,2026-04-03 16:14:00,74,Pending,Delhivery,,,437,39,398,15.09,1811
ORD0100,SKU006,Bluetooth Headphones,WH003,Visakhapatnam Hub,Visakhapatnam,2026-03-05 03:00:00,1,Low,Yes,1,1,0,Packed,2026-03-05 07:00:00,2026-03-05 07:47:00,2026-03-05 08:01:00,2026-03-05 08:28:00,88,Dispatched,DTDC,2026-03-07 20:00:00,2026-03-11 20:00:00,561,87,474,14.86,1783
ORD0101,SKU004,Laptop Stand,WH001,Hyderabad Central,Hyderabad,2026-02-04 02:00:00,8,High,Yes,8,5,2,Partial,2026-02-04 04:00:00,2026-02-04 04:43:00,2026-02-04 05:05:00,2026-02-04 05:19:00,79,Pending,DTDC,,,437,39,398,15.09,1811
ORD0102,SKU015,Tablet Stand,WH003,Visakhapatnam Hub,Visakhapatnam,2026-08-06 05:00:00,12,Low,No,5,5,0,Packed,2026-08-06 06:00:00,2026-08-06 06:31:00,2026-08-06 06:53:00,2026-08-06 07:16:00,76,Dispatched,Blue Dart,2026-08-09 04:00:00,2026-08-12 04:00:00,422,26,396,14.98,1798
ORD0103,SKU008,Desk Lamp,WH005,Bengaluru Tech,Bengaluru,2026-02-03 19:00:00,2,High,Yes,2,2,1,Packed,2026-02-03 22:00:00,2026-02-03 22:28:00,2026-02-03 22:53:00,2026-02-03 23:00:00,60,Dispatched,XpressBees,2026-02-04 12:00:00,2026-02-08 12:00:00,602,65,537,15.39,1847
ORD0104,SKU008,Desk Lamp,WH005,Bengaluru Tech,Bengaluru,2026-03-30 04:00:00,9,Medium,No,2,2,0,Packed,2026-03-30 09:00:00,2026-03-30 09:18:00,2026-03-30 09:28:00,2026-03-30 09:43:00,43,Dispatched,XpressBees,2026-03-31 07:00:00,2026-04-02 07:00:00,602,65,537,15.39,1847
ORD0105,SKU006,Bluetooth Headphones,WH005,Bengaluru Tech,Bengaluru,2026-08-18 09:00:00,2,Medium,Yes,2,2,2,Packed,2026-08-18 12:00:00,2026-08-18 12:50:00,2026-08-18 13:14:00,2026-08-18 13:42:00,102,Dispatched,Blue Dart,2026-08-19 12:00:00,2026-08-24 12:00:00,561,87,474,14.86,1783
ORD0106,SKU006,Bluetooth Headphones,WH005,Bengaluru Tech,Bengaluru,2026-01-11 00:00:00,2,Critical,Yes,2,2,1,Packed,2026-01-11 05:00:00,2026-01-11 05:49:00,2026-01-11 06:03:00,2026-01-11 06:23:00,83,Dispatched,Delhivery,2026-01-13 23:00:00,2026-01-15 23:00:00,561,87,474,14.86,1783
ORD0107,SKU013,HDMI Cable,WH004,Chennai South,Chennai,2026-03-18 14:00:00,2,Medium,No,1,1,1,Packed,2026-03-18 20:00:00,2026-03-18 20:33:00,2026-03-18 20:42:00,2026-03-18 21:11:00,71,Dispatched,DTDC,2026-03-20 14:00:00,2026-03-23 14:00:00,595,83,512,15.44,1853
ORD0108,SKU009,Monitor 24 Inch,WH005,Bengaluru Tech,Bengaluru,2026-01-28 10:00:00,4,Medium,Yes,4,4,0,Packed,2026-01-28 14:00:00,2026-01-28 14:18:00,2026-01-28 14:33:00,2026-01-28 15:07:00,67,Dispatched,Ecom Express,2026-01-30 23:00:00,2026-02-04 23:00:00,486,115,371,15.62,1874
ORD0109,SKU012,Wireless Charger,WH003,Visakhapatnam Hub,Visakhapatnam,2026-02-18 05:00:00,8,Low,Yes,8,8,0,Packed,2026-02-18 13:00:00,2026-02-18 13:23:00,2026-02-18 13:34:00,2026-02-18 13:57:00,57,Dispatched,Ecom Express,2026-02-21 05:00:00,2026-02-24 05:00:00,434,74,360,14.36,1723
ORD0110,SKU001,Wireless Mouse,WH001,Hyderabad Central,Hyderabad,2026-03-14 15:00:00,10,Low,Yes,10,10,0,Packed,2026-03-14 22:00:00,2026-03-14 22:31:00,2026-03-14 22:37:00,2026-03-14 22:54:00,54,Dispatched,DTDC,2026-03-16 21:00:00,2026-03-17 21:00:00,670,81,589,15.01,1801
ORD0111,SKU010,External SSD 1TB,WH005,Bengaluru Tech,Bengaluru,2026-02-19 11:00:00,9,Medium,Yes,9,9,1,Packed,2026-02-19 14:00:00,2026-02-19 14:14:00,2026-02-19 14:31:00,2026-02-19 14:47:00,47,Dispatched,XpressBees,2026-02-20 10:00:00,2026-02-23 10:00:00,651,64,587,15.0,1800
ORD0112,SKU009,Monitor 24 Inch,WH003,Visakhapatnam Hub,Visakhapatnam,2026-07-13 04:00:00,4,Medium,Yes,4,4,0,Packed,2026-07-13 07:00:00,2026-07-13 07:46:00,2026-07-13 08:07:00,2026-07-13 08:16:00,76,Dispatched,Ecom Express,2026-07-15 22:00:00,2026-07-18 22:00:00,486,115,371,15.62,1874
ORD0113,SKU015,Tablet Stand,WH005,Bengaluru Tech,Bengaluru,2026-03-23 05:00:00,7,Low,Yes,7,7,2,Packed,2026-03-23 13:00:00,2026-03-23 13:09:00,2026-03-23 13:25:00,2026-03-23 13:40:00,40,Dispatched,XpressBees,2026-03-25 03:00:00,2026-03-26 03:00:00,422,26,396,14.98,1798
ORD0114,SKU007,Power Bank 20000mAh,WH005,Bengaluru Tech,Bengaluru,2026-03-20 23:00:00,12,Medium,Yes,12,12,2,Packed,2026-03-21 02:00:00,2026-03-21 02:41:00,2026-03-21 03:06:00,2026-03-21 03:34:00,94,Dispatched,Delhivery,2026-03-23 20:00:00,2026-03-28 20:00:00,572,93,479,15.69,1883
ORD0115,SKU013,HDMI Cable,WH004,Chennai South,Chennai,2026-02-07 21:00:00,4,Critical,No,1,1,0,Packed,2026-02-08 05:00:00,2026-02-08 05:55:00,2026-02-08 06:23:00,2026-02-08 06:29:00,89,Dispatched,Blue Dart,2026-02-10 09:00:00,2026-02-12 09:00:00,595,83,512,15.44,1853
ORD0116,SKU009,Monitor 24 Inch,WH002,Vijayawada Hub,Vijayawada,2026-05-24 10:00:00,11,Medium,Yes,11,11,2,Packed,2026-05-24 18:00:00,2026-05-24 18:20:00,2026-05-24 18:32:00,2026-05-24 18:45:00,45,Dispatched,DTDC,2026-05-26 03:00:00,2026-05-31 03:00:00,486,115,371,15.62,1874
ORD0117,SKU005,Webcam HD,WH002,Vijayawada Hub,Vijayawada,2026-03-18 09:00:00,12,High,Yes,12,12,2,Packed,2026-03-18 16:00:00,2026-03-18 16:30:00,2026-03-18 16:59:00,2026-03-18 17:29:00,89,Dispatched,Delhivery,2026-03-20 17:00:00,2026-03-22 17:00:00,486,86,400,15.32,1839
ORD0118,SKU005,Webcam HD,WH001,Hyderabad Central,Hyderabad,2026-03-15 22:00:00,2,Medium,Yes,2,2,0,Packed,2026-03-16 03:00:00,2026-03-16 03:16:00,2026-03-16 03:24:00,2026-03-16 03:48:00,48,Dispatched,XpressBees,2026-03-17 16:00:00,2026-03-22 16:00:00,486,86,400,15.32,1839
ORD0119,SKU004,Laptop Stand,WH002,Vijayawada Hub,Vijayawada,2026-01-13 21:00:00,9,High,No,0,0,0,Pending,2026-01-14 05:00:00,2026-01-14 05:14:00,2026-01-14 05:40:00,2026-01-14 06:09:00,69,Pending,DTDC,,,437,39,398,15.09,1811
ORD0120,SKU003,USB-C Hub,WH001,Hyderabad Central,Hyderabad,2026-05-21 05:00:00,7,Medium,Yes,7,7,1,Packed,2026-05-21 09:00:00,2026-05-21 09:42:00,2026-05-21 10:10:00,2026-05-21 10:38:00,98,Dispatched,Delhivery,2026-05-22 00:00:00,2026-05-23 00:00:00,428,80,348,16.44,1973
ORD0121,SKU015,Tablet Stand,WH002,Vijayawada Hub,Vijayawada,2026-04-17 05:00:00,1,Low,Yes,1,1,1,Packed,2026-04-17 07:00:00,2026-04-17 07:29:00,2026-04-17 07:43:00,2026-04-17 08:02:00,62,Dispatched,Delhivery,2026-04-19 03:00:00,2026-04-24 03:00:00,422,26,396,14.98,1798
ORD0122,SKU009,Monitor 24 Inch,WH004,Chennai South,Chennai,2026-08-16 04:00:00,9,Medium,No,1,1,1,Packed,2026-08-16 09:00:00,2026-08-16 09:44:00,2026-08-16 10:10:00,2026-08-16 10:39:00,99,Dispatched,Delhivery,2026-08-18 07:00:00,2026-08-20 07:00:00,486,115,371,15.62,1874
ORD0123,SKU003,USB-C Hub,WH005,Bengaluru Tech,Bengaluru,2026-08-08 20:00:00,7,Low,Yes,7,7,0,Packed,2026-08-09 02:00:00,2026-08-09 02:23:00,2026-08-09 02:28:00,2026-08-09 02:41:00,41,Pending,Ecom Express,,,428,80,348,16.44,1973
ORD0124,SKU007,Power Bank 20000mAh,WH002,Vijayawada Hub,Vijayawada,2026-04-25 08:00:00,6,Medium,No,2,2,0,Packed,2026-04-25 11:00:00,2026-04-25 11:33:00,2026-04-25 11:59:00,2026-04-25 12:20:00,80,Dispatched,Ecom Express,2026-04-27 07:00:00,2026-04-30 07:00:00,572,93,479,15.69,1883
ORD0125,SKU012,Wireless Charger,WH001,Hyderabad Central,Hyderabad,2026-06-13 09:00:00,6,Medium,No,1,1,1,Packed,2026-06-13 13:00:00,2026-06-13 13:23:00,2026-06-13 13:49:00,2026-06-13 14:18:00,78,Dispatched,XpressBees,2026-06-16 05:00:00,2026-06-21 05:00:00,434,74,360,14.36,1723
ORD0126,SKU014,Laptop Backpack,WH001,Hyderabad Central,Hyderabad,2026-05-15 14:00:00,9,Low,No,1,1,0,Packed,2026-05-15 20:00:00,2026-05-15 20:41:00,2026-05-15 21:00:00,2026-05-15 21:08:00,68,Dispatched,Blue Dart,2026-05-16 19:00:00,2026-05-18 19:00:00,388,104,284,16.26,1951
ORD0127,SKU012,Wireless Charger,WH005,Bengaluru Tech,Bengaluru,2026-05-06 02:00:00,9,Medium,No,7,7,2,Packed,2026-05-06 03:00:00,2026-05-06 03:33:00,2026-05-06 03:46:00,2026-05-06 04:17:00,77,Dispatched,Ecom Express,2026-05-08 01:00:00,2026-05-09 01:00:00,434,74,360,14.36,1723
ORD0128,SKU012,Wireless Charger,WH002,Vijayawada Hub,Vijayawada,2026-05-29 02:00:00,1,Medium,No,0,0,0,Pending,2026-05-29 03:00:00,2026-05-29 03:26:00,2026-05-29 03:44:00,2026-05-29 03:54:00,54,Pending,Ecom Express,,,434,74,360,14.36,1723
ORD0129,SKU013,HDMI Cable,WH002,Vijayawada Hub,Vijayawada,2026-07-16 20:00:00,12,Medium,Yes,12,12,1,Packed,2026-07-16 22:00:00,2026-07-16 22:51:00,2026-07-16 23:17:00,2026-07-16 23:49:00,109,Dispatched,Ecom Express,2026-07-19 04:00:00,2026-07-24 04:00:00,595,83,512,15.44,1853
ORD0130,SKU003,USB-C Hub,WH003,Visakhapatnam Hub,Visakhapatnam,2026-01-31 05:00:00,9,Medium,No,3,3,1,Packed,2026-01-31 12:00:00,2026-01-31 12:22:00,2026-01-31 12:34:00,2026-01-31 12:53:00,53,Dispatched,XpressBees,2026-02-02 19:00:00,2026-02-05 19:00:00,428,80,348,16.44,1973
ORD0131,SKU003,USB-C Hub,WH003,Visakhapatnam Hub,Visakhapatnam,2026-02-18 23:00:00,2,Critical,Yes,2,2,0,Partial,2026-02-19 03:00:00,2026-02-19 03:12:00,2026-02-19 03:20:00,2026-02-19 03:44:00,44,Pending,Blue Dart,,,428,80,348,16.44,1973
ORD0132,SKU001,Wireless Mouse,WH004,Chennai South,Chennai,2026-06-03 21:00:00,12,Low,No,11,11,2,Packed,2026-06-04 02:00:00,2026-06-04 02:22:00,2026-06-04 02:50:00,2026-06-04 03:13:00,73,Dispatched,Delhivery,2026-06-04 22:00:00,2026-06-07 22:00:00,670,81,589,15.01,1801
ORD0133,SKU010,External SSD 1TB,WH005,Bengaluru Tech,Bengaluru,2026-07-17 21:00:00,6,High,No,5,5,1,Packed,2026-07-18 04:00:00,2026-07-18 04:43:00,2026-07-18 05:03:00,2026-07-18 05:09:00,69,Dispatched,XpressBees,2026-07-19 03:00:00,2026-07-22 03:00:00,651,64,587,15.0,1800
ORD0134,SKU011,USB Keyboard,WH004,Chennai South,Chennai,2026-07-21 16:00:00,6,Medium,Yes,6,6,2,Packed,2026-07-21 19:00:00,2026-07-21 19:37:00,2026-07-21 19:43:00,2026-07-21 20:05:00,65,Dispatched,Blue Dart,2026-07-23 14:00:00,2026-07-27 14:00:00,687,84,603,15.16,1819
ORD0135,SKU007,Power Bank 20000mAh,WH005,Bengaluru Tech,Bengaluru,2026-05-16 04:00:00,7,High,No,2,2,1,Partial,2026-05-16 08:00:00,2026-05-16 08:11:00,2026-05-16 08:24:00,2026-05-16 08:41:00,41,Pending,Delhivery,,,572,93,479,15.69,1883
ORD0136,SKU011,USB Keyboard,WH005,Bengaluru Tech,Bengaluru,2026-06-04 01:00:00,2,High,No,1,1,1,Packed,2026-06-04 05:00:00,2026-06-04 05:20:00,2026-06-04 05:48:00,2026-06-04 05:56:00,56,Pending,Delhivery,,,687,84,603,15.16,1819
ORD0137,SKU012,Wireless Charger,WH004,Chennai South,Chennai,2026-03-04 22:00:00,10,Low,Yes,10,8,1,Partial,2026-03-05 05:00:00,2026-03-05 05:37:00,2026-03-05 05:59:00,2026-03-05 06:24:00,84,Pending,DTDC,,,434,74,360,14.36,1723
ORD0138,SKU006,Bluetooth Headphones,WH003,Visakhapatnam Hub,Visakhapatnam,2026-03-08 11:00:00,9,Low,Yes,9,9,1,Partial,2026-03-08 15:00:00,2026-03-08 15:31:00,2026-03-08 15:46:00,2026-03-08 16:04:00,64,Pending,DTDC,,,561,87,474,14.86,1783
ORD0139,SKU001,Wireless Mouse,WH005,Bengaluru Tech,Bengaluru,2026-08-10 07:00:00,12,High,Yes,12,12,2,Packed,2026-08-10 13:00:00,2026-08-10 13:22:00,2026-08-10 13:39:00,2026-08-10 14:02:00,62,Dispatched,Blue Dart,2026-08-11 16:00:00,2026-08-13 16:00:00,670,81,589,15.01,1801
ORD0140,SKU008,Desk Lamp,WH005,Bengaluru Tech,Bengaluru,2026-06-17 21:00:00,6,Medium,Yes,6,5,2,Partial,2026-06-18 05:00:00,2026-06-18 05:18:00,2026-06-18 05:46:00,2026-06-18 06:16:00,76,Pending,Ecom Express,,,602,65,537,15.39,1847
ORD0141,SKU006,Bluetooth Headphones,WH002,Vijayawada Hub,Vijayawada,2026-02-05 23:00:00,9,Medium,No,8,8,2,Packed,2026-02-06 02:00:00,2026-02-06 02:48:00,2026-02-06 03:00:00,2026-02-06 03:07:00,67,Dispatched,Delhivery,2026-02-08 11:00:00,2026-02-10 11:00:00,561,87,474,14.86,1783
ORD0142,SKU001,Wireless Mouse,WH002,Vijayawada Hub,Vijayawada,2026-05-10 14:00:00,6,High,Yes,6,6,2,Packed,2026-05-10 19:00:00,2026-05-10 19:42:00,2026-05-10 19:56:00,2026-05-10 20:01:00,61,Dispatched,Delhivery,2026-05-11 00:00:00,2026-05-16 00:00:00,670,81,589,15.01,1801
ORD0143,SKU014,Laptop Backpack,WH004,Chennai South,Chennai,2026-07-26 05:00:00,2,Low,No,0,0,0,Pending,2026-07-26 10:00:00,2026-07-26 10:30:00,2026-07-26 10:43:00,2026-07-26 11:13:00,73,Pending,XpressBees,,,388,104,284,16.26,1951
ORD0144,SKU007,Power Bank 20000mAh,WH001,Hyderabad Central,Hyderabad,2026-04-06 12:00:00,8,Medium,No,4,4,2,Packed,2026-04-06 14:00:00,2026-04-06 14:33:00,2026-04-06 14:50:00,2026-04-06 15:07:00,67,Pending,Delhivery,,,572,93,479,15.69,1883
ORD0145,SKU009,Monitor 24 Inch,WH004,Chennai South,Chennai,2026-01-15 20:00:00,1,Low,No,0,0,0,Pending,2026-01-15 22:00:00,2026-01-15 22:41:00,2026-01-15 22:47:00,2026-01-15 22:59:00,59,Pending,DTDC,,,486,115,371,15.62,1874
ORD0146,SKU004,Laptop Stand,WH005,Bengaluru Tech,Bengaluru,2026-05-02 08:00:00,1,Low,Yes,1,1,0,Packed,2026-05-02 12:00:00,2026-05-02 12:45:00,2026-05-02 12:54:00,2026-05-02 13:23:00,83,Dispatched,DTDC,2026-05-02 18:00:00,2026-05-06 18:00:00,437,39,398,15.09,1811
ORD0147,SKU015,Tablet Stand,WH001,Hyderabad Central,Hyderabad,2026-03-18 05:00:00,10,High,Yes,10,10,1,Packed,2026-03-18 11:00:00,2026-03-18 11:11:00,2026-03-18 11:19:00,2026-03-18 11:37:00,37,Dispatched,Blue Dart,2026-03-18 23:00:00,2026-03-20 23:00:00,422,26,396,14.98,1798
ORD0148,SKU014,Laptop Backpack,WH001,Hyderabad Central,Hyderabad,2026-03-29 19:00:00,10,Low,Yes,10,5,0,Partial,2026-03-30 03:00:00,2026-03-30 03:39:00,2026-03-30 03:51:00,2026-03-30 04:07:00,67,Pending,DTDC,,,388,104,284,16.26,1951
ORD0149,SKU009,Monitor 24 Inch,WH004,Chennai South,Chennai,2026-04-21 05:00:00,11,Medium,Yes,11,11,0,Packed,2026-04-21 08:00:00,2026-04-21 08:32:00,2026-04-21 08:59:00,2026-04-21 09:29:00,89,Dispatched,Delhivery,2026-04-22 23:00:00,2026-04-24 23:00:00,486,115,371,15.62,1874
ORD0150,SKU012,Wireless Charger,WH004,Chennai South,Chennai,2026-03-23 11:00:00,2,High,Yes,2,2,0,Packed,2026-03-23 19:00:00,2026-03-23 19:43:00,2026-03-23 20:05:00,2026-03-23 20:26:00,86,Dispatched,Blue Dart,2026-03-26 02:00:00,2026-03-30 02:00:00,434,74,360,14.36,1723
